datetime,CL,GC,HG,HO,NG,PL
2025-06-22 23:01,0.27,4.35,2.50,183.69,0.68,1.42
2025-06-22 23:02,0.41,20.32,2.55,183.69,0.68,1.42
2025-06-22 23:03,0.72,20.32,2.55,183.69,0.68,1.42
2025-06-22 23:04,0.81,20.32,2.55,183.69,0.81,1.42
2025-06-22 23:05,0.86,20.32,2.55,183.69,1.06,1.42
2025-06-22 23:06,0.92,20.32,,183.69,1.06,1.42
2025-06-22 23:07,0.96,20.32,2.55,183.69,1.06,1.42
2025-06-22 23:08,0.98,20.32,2.55,183.69,1.06,2.96
2025-06-22 23:09,1.03,20.32,3.32,183.69,1.06,2.96
2025-06-22 23:10,1.06,20.32,3.32,183.69,1.06,4.53
2025-06-22 23:11,1.13,20.32,3.32,183.69,1.06,15.46
2025-06-22 23:12,1.20,20.32,3.32,183.69,1.06,15.46
2025-06-22 23:13,1.24,21.96,3.32,183.69,1.06,15.46
2025-06-22 23:14,1.71,21.96,3.32,183.69,1.06,15.46
2025-06-22 23:15,1.82,21.96,3.32,183.69,1.06,15.46
2025-06-22 23:16,1.98,21.96,3.32,183.69,1.06,15.46
2025-06-22 23:17,2.04,21.96,3.32,183.69,1.06,15.46
2025-06-22 23:18,2.08,21.96,3.32,183.69,1.06,15.46
2025-06-22 23:19,2.11,21.96,,183.69,1.06,
2025-06-22 23:20,2.35,21.96,3.32,,1.06,15.46
2025-06-22 23:21,2.39,21.96,3.32,183.69,1.06,15.46
2025-06-22 23:22,2.47,21.96,3.32,183.69,1.19,15.46
2025-06-22 23:23,2.51,21.96,3.32,183.69,1.19,15.46
2025-06-22 23:24,2.55,21.96,3.32,183.69,1.19,
2025-06-22 23:25,2.59,21.96,,183.69,1.19,15.46
2025-06-22 23:26,2.61,21.96,3.32,183.69,1.19,
2025-06-22 23:27,2.66,21.96,,183.69,1.19,
2025-06-22 23:28,2.68,21.96,3.32,183.69,1.19,15.46
2025-06-22 23:29,3.06,21.96,3.32,183.69,1.19,
2025-06-22 23:30,3.56,21.96,3.32,183.69,1.19,15.46
2025-06-22 23:31,3.67,33.74,3.32,183.69,1.19,15.46
2025-06-22 23:32,4.25,33.74,3.32,183.69,1.32,15.46
2025-06-22 23:33,4.33,33.74,3.32,183.69,1.32,15.46
2025-06-22 23:34,4.37,33.74,3.32,183.69,1.32,15.46
2025-06-22 23:35,4.40,33.74,3.32,183.69,1.32,
2025-06-22 23:36,4.45,33.74,3.32,183.69,1.32,15.46
2025-06-22 23:37,4.48,33.74,3.32,,1.32,
2025-06-22 23:38,4.52,33.74,3.32,183.69,1.32,
2025-06-22 23:39,5.18,33.74,3.32,183.69,1.32,
2025-06-22 23:40,5.40,33.74,3.32,,1.32,
2025-06-22 23:41,5.47,33.74,4.43,183.69,1.32,15.46
2025-06-22 23:42,5.49,33.74,4.43,,,15.46
2025-06-22 23:43,5.54,33.74,4.43,183.69,1.32,15.46
2025-06-22 23:44,5.57,33.74,4.43,183.69,1.32,15.46
2025-06-22 23:45,5.62,33.74,5.06,,1.32,15.46
2025-06-22 23:46,5.77,33.74,5.06,,,
2025-06-22 23:47,5.84,33.74,,183.69,,15.46
2025-06-22 23:48,5.88,33.74,5.06,183.69,,
2025-06-22 23:49,5.95,33.74,5.06,183.69,,15.46
2025-06-22 23:50,6.31,33.74,,183.69,1.32,15.46
2025-06-22 23:51,7.25,33.74,,187.94,,15.46
2025-06-22 23:52,7.86,33.74,5.06,,1.32,
2025-06-22 23:53,7.91,33.74,,189.37,1.32,15.46
2025-06-22 23:54,8.09,33.74,5.06,189.37,1.32,
2025-06-22 23:55,8.16,33.74,5.06,189.37,1.32,15.46
2025-06-22 23:56,8.22,33.74,5.06,189.37,1.32,
2025-06-22 23:57,8.29,33.74,5.06,,,
2025-06-22 23:58,9.55,33.74,,217.21,,15.46
2025-06-22 23:59,10.80,33.74,5.06,222.77,1.32,
