datetime,CL,GC,HG,HO,NG,PL
2025-06-19 23:02,0.48,0.31,,,0.04,0.00
2025-06-19 23:03,0.48,0.35,,0.00,0.27,
2025-06-19 23:04,0.61,0.35,0.00,0.00,0.36,0.70
2025-06-19 23:05,0.61,0.37,0.00,,0.36,0.70
2025-06-19 23:06,1.46,0.41,0.00,,0.43,0.70
2025-06-19 23:07,1.46,0.41,0.00,,0.51,0.70
2025-06-19 23:08,1.46,0.41,,,0.51,0.70
2025-06-19 23:09,1.46,0.41,0.00,,,0.72
2025-06-19 23:10,1.46,0.65,,0.00,0.51,
2025-06-19 23:11,1.46,0.65,,,0.51,
2025-06-19 23:12,1.46,0.93,,,0.51,0.79
2025-06-19 23:13,1.46,1.77,0.00,,,1.14
2025-06-19 23:14,1.46,2.23,,0.00,0.51,
2025-06-19 23:15,1.46,2.23,,0.00,0.51,1.28
2025-06-19 23:16,1.46,2.23,,,0.51,1.28
2025-06-19 23:17,1.46,2.23,,,0.51,1.31
2025-06-19 23:18,1.46,2.23,0.00,0.00,0.51,1.42
2025-06-19 23:19,1.46,2.23,0.00,,0.51,
2025-06-19 23:20,1.46,2.23,0.00,,0.51,1.42
2025-06-19 23:21,1.46,2.23,,0.01,0.51,1.42
2025-06-19 23:22,1.46,2.23,0.00,,,1.42
2025-06-19 23:23,1.46,2.23,,,0.51,1.42
2025-06-19 23:24,1.46,2.23,,0.01,0.51,1.42
2025-06-19 23:25,1.46,2.23,0.00,0.01,0.51,1.42
2025-06-19 23:26,1.46,2.23,,0.01,0.51,
2025-06-19 23:27,1.46,2.23,,,0.51,1.42
2025-06-19 23:28,1.46,2.23,0.00,0.01,0.51,
2025-06-19 23:29,1.46,2.23,0.00,,0.51,
2025-06-19 23:30,1.46,2.23,0.00,,0.51,1.42
2025-06-19 23:31,1.46,2.23,,,0.51,1.42
2025-06-19 23:32,1.46,2.23,,,0.51,1.42
2025-06-19 23:33,1.46,2.23,,,0.51,
2025-06-19 23:34,1.46,2.23,,0.01,,1.42
2025-06-19 23:35,1.46,2.23,,,,
2025-06-19 23:36,1.46,2.23,0.00,,,
2025-06-19 23:37,1.46,2.23,,,0.51,1.42
2025-06-19 23:38,1.46,2.23,,,0.51,
2025-06-19 23:39,1.46,2.23,,,0.51,1.42
2025-06-19 23:40,1.79,2.23,0.00,0.05,,
2025-06-19 23:41,2.17,2.23,,0.05,0.51,
2025-06-19 23:42,2.17,2.23,0.00,,0.51,1.42
2025-06-19 23:43,2.17,2.23,,0.05,,
2025-06-19 23:44,2.17,2.23,0.00,,0.51,1.42
2025-06-19 23:45,,2.23,0.01,,,1.42
2025-06-19 23:46,,2.23,0.01,,0.51,1.42
2025-06-19 23:47,2.17,2.23,0.01,,0.51,
2025-06-19 23:48,2.17,2.23,,,,
2025-06-19 23:49,2.17,2.23,,0.04,,1.42
2025-06-19 23:50,2.17,2.23,,,,1.42
2025-06-19 23:51,2.17,2.23,,,,1.42
2025-06-19 23:52,2.17,2.23,0.01,0.04,,1.42
2025-06-19 23:53,,2.23,0.01,,,1.42
2025-06-19 23:54,2.17,2.23,,,0.51,
2025-06-19 23:55,2.17,2.23,,0.05,0.51,1.42
2025-06-19 23:56,2.17,2.23,,,0.51,
2025-06-19 23:57,2.17,2.23,,,0.51,
2025-06-19 23:58,2.17,2.23,,0.04,0.51,1.42
2025-06-19 23:59,2.17,2.23,,0.05,,
