date, time, average_range
30/04/2025,23:00,28.33
30/04/2025,23:30,24.21
01/05/2025,00:00,26.21
01/05/2025,00:30,20.26
01/05/2025,01:00,35.86
01/05/2025,01:30,41.48
01/05/2025,02:00,33.07
01/05/2025,02:30,28.72
01/05/2025,03:00,27.14
01/05/2025,03:30,20.96
01/05/2025,04:00,26.21
01/05/2025,04:30,22.81
01/05/2025,05:00,21.89
01/05/2025,05:30,21.83
01/05/2025,06:00,21.96
01/05/2025,06:30,22.1
01/05/2025,07:00,22.89
01/05/2025,07:30,20.65
01/05/2025,08:00,21.14
01/05/2025,08:30,18.76
01/05/2025,09:00,15.75
01/05/2025,09:30,13.9
01/05/2025,10:00,16.92
01/05/2025,10:30,18.34
01/05/2025,11:00,18.52
01/05/2025,11:30,16.17
01/05/2025,12:00,18.12
01/05/2025,12:30,23.46
01/05/2025,13:00,26.59
01/05/2025,13:30,35.69
01/05/2025,14:00,27.31
01/05/2025,14:30,36.31
01/05/2025,15:00,38.34
01/05/2025,15:30,25.69
01/05/2025,16:00,22.24
01/05/2025,16:30,24.28
01/05/2025,17:00,20.39
01/05/2025,17:30,17.85
01/05/2025,18:00,17.89
01/05/2025,18:30,17.44
01/05/2025,19:00,13.96
01/05/2025,19:30,17.0
01/05/2025,20:00,15.79
01/05/2025,20:30,16.16
01/05/2025,21:00,16.0
01/05/2025,21:30,17.92
01/05/2025,23:00,23.18
01/05/2025,23:30,17.85
02/05/2025,00:00,15.09
02/05/2025,00:30,15.9
02/05/2025,01:00,18.0
02/05/2025,01:30,23.21
02/05/2025,02:00,17.27
02/05/2025,02:30,17.22
02/05/2025,03:00,18.12
02/05/2025,03:30,15.29
02/05/2025,04:00,17.54
02/05/2025,04:30,14.83
02/05/2025,05:00,15.74
02/05/2025,05:30,15.74
02/05/2025,06:00,14.42
02/05/2025,06:30,15.19
