date, time, average_range
13/04/2025,23:00,42.59
13/04/2025,23:30,15.17
14/04/2025,00:00,14.93
14/04/2025,00:30,13.14
14/04/2025,01:00,15.31
14/04/2025,01:30,11.76
14/04/2025,02:00,26.69
14/04/2025,02:30,25.28
14/04/2025,03:00,17.1
14/04/2025,03:30,19.03
14/04/2025,04:00,15.07
14/04/2025,04:30,8.57
14/04/2025,05:00,11.34
14/04/2025,05:30,9.07
14/04/2025,06:00,13.14
14/04/2025,06:30,16.34
14/04/2025,07:00,15.52
14/04/2025,07:30,13.21
14/04/2025,08:00,12.72
14/04/2025,08:30,16.97
14/04/2025,09:00,21.34
14/04/2025,09:30,16.48
14/04/2025,10:00,16.41
14/04/2025,10:30,13.62
14/04/2025,11:00,19.76
14/04/2025,11:30,21.07
14/04/2025,12:00,17.59
14/04/2025,12:30,11.07
14/04/2025,13:00,19.9
14/04/2025,13:30,26.72
14/04/2025,14:00,31.17
14/04/2025,14:30,30.62
14/04/2025,15:00,21.76
14/04/2025,15:30,17.55
14/04/2025,16:00,16.31
14/04/2025,16:30,18.9
14/04/2025,17:00,14.17
14/04/2025,17:30,9.28
14/04/2025,18:00,12.86
14/04/2025,18:30,10.34
14/04/2025,19:00,8.1
14/04/2025,19:30,15.34
14/04/2025,20:00,8.93
14/04/2025,20:30,9.1
14/04/2025,21:00,8.31
14/04/2025,21:30,6.75
14/04/2025,23:00,6.39
14/04/2025,23:30,5.36
15/04/2025,00:00,4.32
15/04/2025,00:30,6.76
15/04/2025,01:00,9.1
15/04/2025,01:30,7.72
15/04/2025,02:00,17.76
15/04/2025,02:30,15.28
15/04/2025,03:00,11.07
15/04/2025,03:30,9.31
15/04/2025,04:00,10.39
15/04/2025,04:30,10.29
15/04/2025,05:00,7.31
15/04/2025,05:30,7.86
15/04/2025,06:00,9.66
15/04/2025,06:30,12.24
15/04/2025,07:00,10.9
15/04/2025,07:30,10.66
15/04/2025,08:00,12.28
15/04/2025,08:30,16.34
15/04/2025,09:00,16.21
15/04/2025,09:30,11.97
15/04/2025,10:00,8.79
15/04/2025,10:30,10.0
15/04/2025,11:00,8.34
15/04/2025,11:30,10.93
15/04/2025,12:00,10.72
15/04/2025,12:30,10.76
15/04/2025,13:00,16.52
15/04/2025,13:30,15.41
15/04/2025,14:00,13.45
15/04/2025,14:30,21.07
15/04/2025,15:00,20.45
15/04/2025,15:30,13.03
15/04/2025,16:00,12.0
15/04/2025,16:30,9.17
15/04/2025,17:00,8.55
15/04/2025,17:30,7.24
15/04/2025,18:00,6.93
15/04/2025,18:30,9.76
15/04/2025,19:00,7.62
15/04/2025,19:30,6.24
15/04/2025,20:00,7.17
15/04/2025,20:30,6.69
15/04/2025,21:00,9.46
15/04/2025,21:30,7.61
15/04/2025,23:00,7.48
15/04/2025,23:30,12.59
16/04/2025,00:00,10.14
16/04/2025,00:30,15.93
16/04/2025,01:00,24.79
16/04/2025,01:30,16.17
16/04/2025,02:00,23.69
16/04/2025,02:30,18.66
16/04/2025,03:00,14.72
16/04/2025,03:30,12.62
16/04/2025,04:00,15.45
16/04/2025,04:30,12.38
16/04/2025,05:00,12.14
16/04/2025,05:30,20.62
16/04/2025,06:00,13.97
16/04/2025,06:30,15.86
16/04/2025,07:00,12.62
16/04/2025,07:30,16.93
16/04/2025,08:00,19.41
16/04/2025,08:30,17.52
16/04/2025,09:00,29.31
16/04/2025,09:30,36.21
16/04/2025,10:00,21.31
16/04/2025,10:30,12.45
16/04/2025,11:00,12.14
16/04/2025,11:30,11.34
16/04/2025,12:00,18.9
16/04/2025,12:30,22.14
16/04/2025,13:00,17.28
16/04/2025,13:30,21.48
16/04/2025,14:00,25.14
16/04/2025,14:30,24.28
16/04/2025,15:00,29.0
16/04/2025,15:30,19.34
16/04/2025,16:00,19.9
16/04/2025,16:30,19.41
16/04/2025,17:00,15.93
16/04/2025,17:30,17.31
16/04/2025,18:00,12.03
16/04/2025,18:30,18.97
16/04/2025,19:00,15.14
16/04/2025,19:30,13.86
16/04/2025,20:00,12.55
16/04/2025,20:30,11.07
16/04/2025,21:00,9.34
16/04/2025,21:30,7.9
16/04/2025,23:00,19.45
16/04/2025,23:30,9.34
17/04/2025,00:00,10.9
17/04/2025,00:30,11.45
17/04/2025,01:00,17.38
17/04/2025,01:30,17.03
17/04/2025,02:00,22.0
17/04/2025,02:30,46.17
17/04/2025,03:00,20.0
17/04/2025,03:30,20.97
17/04/2025,04:00,15.0
17/04/2025,04:30,13.1
17/04/2025,05:00,13.38
17/04/2025,05:30,8.79
17/04/2025,06:00,14.55
17/04/2025,06:30,15.28
17/04/2025,07:00,19.55
17/04/2025,07:30,14.24
17/04/2025,08:00,25.48
17/04/2025,08:30,17.52
